customer_id,cluster,business_segment,recency_days,frequency,monetary
C05580,4,Loyal Customers,68.0,12.0,876.69
C05581,0,At Risk,496.0,8.0,359.79
C05582,1,Champions,5.0,12.0,1142.62
C05583,4,Loyal Customers,47.0,9.0,556.69
C05584,4,Loyal Customers,140.0,6.0,643.52
C05585,3,Dormant / Low Value,389.0,2.0,154.53
C05586,1,Champions,10.0,8.0,761.23
C05587,0,At Risk,291.0,3.0,317.71000000000004
C05588,0,At Risk,142.0,4.0,191.52
C05589,2,Potential Loyalists,8.0,8.0,512.34
C05590,1,Champions,12.0,8.0,744.44
C05591,4,Loyal Customers,47.0,10.0,793.34
C05592,4,Loyal Customers,58.0,7.0,437.88
C05593,0,At Risk,222.0,3.0,163.68
C05594,0,At Risk,154.0,3.0,109.23
C05595,0,At Risk,128.0,4.0,583.9300000000001
C05596,4,Loyal Customers,126.0,12.0,1139.68
C05597,4,Loyal Customers,32.0,7.0,816.99
C05598,4,Loyal Customers,124.0,7.0,406.02
C05599,4,Loyal Customers,113.0,11.0,1176.46
C05600,2,Potential Loyalists,22.0,8.0,469.97
C05601,0,At Risk,139.0,7.0,353.0
C05602,1,Champions,11.0,16.0,1137.48
C05603,4,Loyal Customers,75.0,15.0,779.7
C05604,2,Potential Loyalists,38.0,4.0,99.22
C05605,2,Potential Loyalists,11.0,4.0,290.28
C05606,3,Dormant / Low Value,519.0,1.0,19.12
C05607,2,Potential Loyalists,17.0,5.0,130.03
C05608,3,Dormant / Low Value,505.0,1.0,13.76
C05609,2,Potential Loyalists,28.0,9.0,403.22
C05610,0,At Risk,194.0,5.0,289.74
C05611,4,Loyal Customers,54.0,6.0,495.7
C05612,2,Potential Loyalists,35.0,4.0,95.43
C05613,1,Champions,4.0,12.0,1462.18
C05614,0,At Risk,309.0,6.0,330.73
C05615,0,At Risk,357.0,3.0,169.65
C05616,2,Potential Loyalists,33.0,6.0,301.16
C05617,4,Loyal Customers,132.0,12.0,1774.46
C05618,1,Champions,11.0,10.0,713.6700000000001
C05619,3,Dormant / Low Value,357.0,2.0,89.19
C05620,1,Champions,5.0,9.0,420.65
C05621,2,Potential Loyalists,43.0,5.0,158.26
C05622,0,At Risk,82.0,5.0,232.7
C05623,0,At Risk,92.0,6.0,325.69
C05624,0,At Risk,158.0,8.0,237.18
C05625,2,Potential Loyalists,18.0,4.0,459.27
C05626,1,Champions,5.0,13.0,397.54
C05627,1,Champions,28.0,13.0,860.1800000000001
C05628,4,Loyal Customers,102.0,6.0,776.95
C05629,0,At Risk,71.0,5.0,146.83999999999995
C05630,4,Loyal Customers,141.0,10.0,548.9300000000001
C05631,2,Potential Loyalists,12.0,5.0,436.55
C05632,4,Loyal Customers,92.0,8.0,616.44
C05633,0,At Risk,51.0,3.0,120.79
C05634,3,Dormant / Low Value,111.0,1.0,16.64
C05635,4,Loyal Customers,211.0,9.0,513.9
C05636,0,At Risk,348.0,3.0,593.1700000000001
C05637,1,Champions,10.0,9.0,663.05
C05638,3,Dormant / Low Value,267.0,1.0,22.16
C05639,3,Dormant / Low Value,35.0,3.0,42.81
C05640,0,At Risk,75.0,6.0,111.84
C05641,1,Champions,16.0,12.0,1310.03
C05642,4,Loyal Customers,87.0,7.0,311.5
C05643,4,Loyal Customers,34.0,9.0,833.62
C05644,2,Potential Loyalists,34.0,9.0,338.46
C05645,2,Potential Loyalists,27.0,5.0,396.68
C05646,0,At Risk,222.0,5.0,573.65
C05647,3,Dormant / Low Value,165.0,2.0,95.21
C05648,2,Potential Loyalists,29.0,5.0,507.94
C05649,0,At Risk,220.0,6.0,416.23
C05650,1,Champions,27.0,18.0,1653.57
C05651,4,Loyal Customers,93.0,6.0,462.61
C05652,4,Loyal Customers,192.0,8.0,1760.46
C05653,4,Loyal Customers,51.0,6.0,632.12
C05654,3,Dormant / Low Value,71.0,3.0,88.64
C05655,0,At Risk,357.0,3.0,266.88
C05656,1,Champions,16.0,18.0,904.12
C05657,2,Potential Loyalists,25.0,8.0,463.23
C05658,1,Champions,1.0,8.0,510.03
C05659,4,Loyal Customers,43.0,9.0,951.98
C05660,1,Champions,21.0,11.0,532.34
C05661,0,At Risk,120.0,5.0,384.17
C05662,4,Loyal Customers,89.0,8.0,502.02
C05663,3,Dormant / Low Value,182.0,1.0,25.57
C05664,0,At Risk,89.0,5.0,442.45
C05665,4,Loyal Customers,80.0,10.0,820.55
C05666,0,At Risk,131.0,6.0,375.04
C05667,1,Champions,25.0,15.0,1271.69
C05668,0,At Risk,162.0,7.0,217.84
C05669,1,Champions,22.0,14.0,940.84
C05670,4,Loyal Customers,59.0,7.0,413.14
C05671,4,Loyal Customers,148.0,11.0,1401.41
C05672,0,At Risk,280.0,5.0,358.17999999999995
C05673,2,Potential Loyalists,38.0,7.0,342.58
C05674,4,Loyal Customers,42.0,12.0,477.27
C05675,4,Loyal Customers,109.0,17.0,1461.94
C05676,0,At Risk,256.0,3.0,201.07
C05677,2,Potential Loyalists,16.0,5.0,275.53
C05678,1,Champions,3.0,8.0,1295.58
C05679,0,At Risk,151.0,5.0,283.47
C05680,1,Champions,25.0,16.0,1175.72
C05681,4,Loyal Customers,63.0,7.0,476.95
C05682,3,Dormant / Low Value,218.0,2.0,96.84
C05683,1,Champions,12.0,9.0,772.26
C05684,4,Loyal Customers,174.0,8.0,546.21
C05685,0,At Risk,129.0,3.0,128.98
C05686,0,At Risk,244.0,3.0,152.23
C05687,2,Potential Loyalists,43.0,3.0,232.8
C05688,4,Loyal Customers,143.0,10.0,456.97
C05689,2,Potential Loyalists,14.0,9.0,411.64
C05690,0,At Risk,189.0,6.0,258.36
C05691,1,Champions,14.0,10.0,703.33
C05692,4,Loyal Customers,77.0,9.0,1120.5
C05693,4,Loyal Customers,89.0,13.0,775.15
C05694,4,Loyal Customers,73.0,10.0,1908.43
C05695,-1,No Purchase,,0.0,0.0
C05696,0,At Risk,166.0,5.0,332.2
C05697,1,Champions,31.0,16.0,1347.85
C05698,4,Loyal Customers,124.0,14.0,1611.51
C05699,0,At Risk,72.0,4.0,438.19
C05700,4,Loyal Customers,152.0,8.0,839.63
C05701,0,At Risk,145.0,3.0,328.55
C05702,0,At Risk,105.0,5.0,337.61
C05703,4,Loyal Customers,154.0,10.0,364.45
C05704,1,Champions,9.0,10.0,914.2
C05705,4,Loyal Customers,60.0,8.0,645.95
C05706,4,Loyal Customers,120.0,19.0,1281.88
C05707,4,Loyal Customers,140.0,9.0,528.93
C05708,2,Potential Loyalists,5.0,5.0,307.88
C05709,4,Loyal Customers,61.0,13.0,1477.11
C05710,4,Loyal Customers,110.0,7.0,388.75
C05711,2,Potential Loyalists,45.0,3.0,306.89
C05712,3,Dormant / Low Value,310.0,1.0,10.52
C05713,1,Champions,38.0,12.0,1388.41
C05714,4,Loyal Customers,360.0,5.0,1364.9499999999998
C05715,3,Dormant / Low Value,592.0,2.0,144.29
C05716,4,Loyal Customers,69.0,11.0,984.18
C05717,3,Dormant / Low Value,539.0,1.0,178.82
C05718,-1,No Purchase,,0.0,0.0
C05719,0,At Risk,130.0,5.0,305.61
C05720,4,Loyal Customers,61.0,9.0,717.85
C05721,3,Dormant / Low Value,481.0,1.0,125.15
C05722,0,At Risk,79.0,4.0,242.51
C05723,1,Champions,17.0,15.0,2450.66
C05724,0,At Risk,257.0,4.0,175.4
C05725,1,Champions,42.0,16.0,1216.27
C05726,4,Loyal Customers,120.0,10.0,594.06
C05727,0,At Risk,368.0,5.0,185.13
C05728,4,Loyal Customers,120.0,14.0,689.91
C05729,0,At Risk,77.0,4.0,698.33
C05730,4,Loyal Customers,76.0,6.0,398.22
C05731,4,Loyal Customers,65.0,13.0,920.94
C05732,4,Loyal Customers,94.0,13.0,1104.08
C05733,4,Loyal Customers,75.0,15.0,1852.19
C05734,0,At Risk,86.0,5.0,208.87
C05735,3,Dormant / Low Value,297.0,2.0,137.62
C05736,0,At Risk,246.0,4.0,190.91
C05737,4,Loyal Customers,79.0,11.0,1118.14
C05738,4,Loyal Customers,59.0,19.0,1071.73
C05739,0,At Risk,148.0,6.0,418.01
C05740,4,Loyal Customers,103.0,10.0,448.86
C05741,0,At Risk,87.0,4.0,528.4200000000001
C05742,4,Loyal Customers,110.0,8.0,275.12
C05743,1,Champions,35.0,18.0,1436.71
C05744,4,Loyal Customers,45.0,10.0,378.52
C05745,3,Dormant / Low Value,691.0,1.0,24.14
C05746,3,Dormant / Low Value,336.0,1.0,9.7
C05747,3,Dormant / Low Value,544.0,1.0,58.96
C05748,0,At Risk,725.0,1.0,452.95
C05749,-1,No Purchase,,0.0,0.0
C05750,0,At Risk,65.0,2.0,172.44
C05751,0,At Risk,91.0,6.0,257.21
C05752,4,Loyal Customers,62.0,7.0,388.51
C05753,2,Potential Loyalists,6.0,7.0,242.52
C05754,0,At Risk,201.0,2.0,272.32
C05755,1,Champions,3.0,9.0,499.13
C05756,3,Dormant / Low Value,221.0,2.0,41.37
C05757,4,Loyal Customers,179.0,6.0,807.11
C05758,0,At Risk,414.0,5.0,414.21
C05759,0,At Risk,143.0,4.0,155.29000000000002
C05760,2,Potential Loyalists,26.0,5.0,161.34
C05761,1,Champions,50.0,18.0,947.93
C05762,2,Potential Loyalists,27.0,7.0,326.99
C05763,4,Loyal Customers,163.0,9.0,722.9100000000001
C05764,4,Loyal Customers,37.0,5.0,952.33
C05765,0,At Risk,99.0,4.0,132.45
C05766,2,Potential Loyalists,18.0,5.0,134.2
C05767,0,At Risk,303.0,6.0,491.36
C05768,1,Champions,20.0,13.0,2619.71
C05769,1,Champions,1.0,12.0,826.36
C05770,1,Champions,2.0,14.0,777.11
C05771,4,Loyal Customers,50.0,15.0,700.75
C05772,2,Potential Loyalists,17.0,4.0,141.53
C05773,2,Potential Loyalists,20.0,4.0,467.12
C05774,3,Dormant / Low Value,539.0,1.0,76.87
C05775,0,At Risk,223.0,4.0,148.42000000000002
C05776,4,Loyal Customers,167.0,10.0,423.52
C05777,0,At Risk,158.0,4.0,203.61
C05778,1,Champions,22.0,10.0,2071.31
C05779,3,Dormant / Low Value,600.0,1.0,81.0
C05780,0,At Risk,389.0,4.0,299.15
C05781,3,Dormant / Low Value,517.0,1.0,85.41
C05782,4,Loyal Customers,80.0,8.0,804.81
C05783,1,Champions,28.0,16.0,1221.51
C05784,4,Loyal Customers,117.0,11.0,541.94
C05785,1,Champions,29.0,11.0,1487.4
C05786,1,Champions,52.0,19.0,1455.7
C05787,4,Loyal Customers,154.0,9.0,403.02
C05788,1,Champions,11.0,13.0,1034.37
C05789,0,At Risk,192.0,7.0,357.44
C05790,1,Champions,5.0,14.0,292.27
C05791,4,Loyal Customers,45.0,10.0,591.74
C05792,2,Potential Loyalists,10.0,4.0,57.57
C05793,0,At Risk,302.0,5.0,172.55
C05794,4,Loyal Customers,36.0,11.0,888.1
C05795,4,Loyal Customers,57.0,10.0,988.53
C05796,0,At Risk,87.0,6.0,391.91
C05797,4,Loyal Customers,54.0,13.0,1099.36
C05798,4,Loyal Customers,57.0,7.0,435.14
C05799,0,At Risk,162.0,5.0,697.02
C05800,0,At Risk,69.0,4.0,398.17
C05801,3,Dormant / Low Value,532.0,3.0,117.84
C05802,1,Champions,7.0,12.0,613.51
C05803,2,Potential Loyalists,45.0,8.0,274.17
C05804,0,At Risk,146.0,2.0,179.94
C05805,4,Loyal Customers,90.0,8.0,1043.11
C05806,2,Potential Loyalists,35.0,9.0,341.06
C05807,4,Loyal Customers,94.0,12.0,552.8
C05808,3,Dormant / Low Value,119.0,2.0,98.4
C05809,1,Champions,22.0,9.0,608.46
C05810,4,Loyal Customers,93.0,9.0,518.6800000000001
C05811,0,At Risk,120.0,4.0,319.87999999999994
C05812,4,Loyal Customers,107.0,12.0,774.64
C05813,4,Loyal Customers,173.0,10.0,400.13
C05814,2,Potential Loyalists,12.0,8.0,532.52
C05815,1,Champions,1.0,10.0,353.59000000000003
C05816,4,Loyal Customers,180.0,9.0,436.17
C05817,0,At Risk,79.0,4.0,272.64
C05818,4,Loyal Customers,69.0,6.0,498.35
C05819,0,At Risk,68.0,3.0,163.43
C05820,4,Loyal Customers,225.0,8.0,843.9
C05821,1,Champions,38.0,12.0,1737.96
C05822,4,Loyal Customers,89.0,16.0,2212.57
C05823,3,Dormant / Low Value,324.0,2.0,92.1
C05824,0,At Risk,123.0,6.0,405.11
C05825,0,At Risk,525.0,3.0,401.22
C05826,4,Loyal Customers,44.0,9.0,515.54
C05827,3,Dormant / Low Value,23.0,1.0,17.8
C05828,0,At Risk,195.0,5.0,166.32
C05829,4,Loyal Customers,34.0,9.0,417.22
C05830,4,Loyal Customers,50.0,11.0,838.93
C05831,4,Loyal Customers,210.0,6.0,1197.36
C05832,0,At Risk,62.0,6.0,339.75
C05833,0,At Risk,280.0,4.0,112.95
C05834,2,Potential Loyalists,2.0,6.0,421.22
C05835,0,At Risk,172.0,4.0,223.05
C05836,1,Champions,22.0,13.0,918.43
C05837,4,Loyal Customers,120.0,7.0,770.02
C05838,3,Dormant / Low Value,112.0,2.0,51.31
C05839,2,Potential Loyalists,47.0,6.0,334.48
C05840,4,Loyal Customers,48.0,11.0,728.03
C05841,4,Loyal Customers,56.0,8.0,633.5699999999999
C05842,4,Loyal Customers,215.0,8.0,820.09
C05843,2,Potential Loyalists,17.0,6.0,320.14
C05844,0,At Risk,104.0,4.0,353.69
C05845,1,Champions,6.0,18.0,1416.45
C05846,1,Champions,56.0,27.0,2278.46
C05847,4,Loyal Customers,96.0,6.0,587.16
C05848,0,At Risk,125.0,3.0,554.0999999999999
C05849,2,Potential Loyalists,15.0,8.0,506.52
C05850,3,Dormant / Low Value,339.0,2.0,65.81
C05851,4,Loyal Customers,55.0,18.0,1197.67
C05852,2,Potential Loyalists,24.0,4.0,408.4
C05853,3,Dormant / Low Value,706.0,1.0,137.76
C05854,3,Dormant / Low Value,222.0,3.0,84.11
C05855,1,Champions,20.0,14.0,389.29
C05856,4,Loyal Customers,30.0,9.0,453.05
C05857,4,Loyal Customers,32.0,10.0,802.03
C05858,0,At Risk,367.0,2.0,204.4
C05859,3,Dormant / Low Value,172.0,2.0,152.03
C05860,0,At Risk,95.0,5.0,476.24
C05861,3,Dormant / Low Value,475.0,2.0,18.66
C05862,1,Champions,13.0,8.0,2323.17
C05863,4,Loyal Customers,91.0,6.0,949.72
C05864,4,Loyal Customers,80.0,9.0,383.06
C05865,4,Loyal Customers,105.0,10.0,809.4300000000001
C05866,4,Loyal Customers,34.0,10.0,488.62
C05867,1,Champions,9.0,14.0,1036.83
C05868,3,Dormant / Low Value,634.0,1.0,17.46
C05869,-1,No Purchase,,0.0,0.0
C05870,0,At Risk,250.0,8.0,280.89
C05871,3,Dormant / Low Value,602.0,2.0,74.0
C05872,3,Dormant / Low Value,119.0,3.0,81.01
C05873,3,Dormant / Low Value,44.0,2.0,74.0
C05874,3,Dormant / Low Value,224.0,3.0,107.0
C05875,0,At Risk,232.0,5.0,278.81
C05876,3,Dormant / Low Value,458.0,2.0,109.76
C05877,3,Dormant / Low Value,678.0,1.0,12.66
C05878,2,Potential Loyalists,30.0,5.0,108.65
C05879,3,Dormant / Low Value,267.0,3.0,107.94
C05880,2,Potential Loyalists,16.0,4.0,96.52
C05881,0,At Risk,229.0,3.0,199.95
C05882,4,Loyal Customers,78.0,7.0,513.23
C05883,3,Dormant / Low Value,617.0,2.0,92.24
C05884,0,At Risk,229.0,4.0,146.55
C05885,3,Dormant / Low Value,401.0,2.0,36.14
C05886,3,Dormant / Low Value,248.0,2.0,101.66
C05887,2,Potential Loyalists,3.0,3.0,130.38
C05888,2,Potential Loyalists,47.0,5.0,389.68
C05889,0,At Risk,177.0,3.0,217.31
C05890,-1,No Purchase,,0.0,0.0
C05891,0,At Risk,226.0,5.0,281.15
C05892,3,Dormant / Low Value,644.0,1.0,64.44
C05893,1,Champions,31.0,12.0,679.89
C05894,0,At Risk,89.0,4.0,550.49
C05895,0,At Risk,110.0,5.0,272.92
C05896,3,Dormant / Low Value,206.0,1.0,179.9
C05897,4,Loyal Customers,58.0,7.0,770.7
C05898,0,At Risk,98.0,6.0,303.87
C05899,0,At Risk,146.0,4.0,460.92
C05900,1,Champions,15.0,12.0,873.76
C05901,0,At Risk,86.0,3.0,161.8
C05902,3,Dormant / Low Value,221.0,1.0,91.39
C05903,1,Champions,37.0,12.0,1048.38
C05904,2,Potential Loyalists,43.0,7.0,197.53
C05905,1,Champions,64.0,14.0,4400.88
C05906,3,Dormant / Low Value,153.0,2.0,69.34
C05907,4,Loyal Customers,48.0,12.0,1876.89
C05908,0,At Risk,235.0,4.0,684.1
C05909,0,At Risk,337.0,3.0,409.31
C05910,3,Dormant / Low Value,141.0,2.0,129.97
C05911,0,At Risk,347.0,5.0,244.26
C05912,0,At Risk,262.0,6.0,300.75
C05913,4,Loyal Customers,134.0,6.0,914.76
C05914,0,At Risk,248.0,5.0,145.4
C05915,4,Loyal Customers,49.0,12.0,551.92
C05916,0,At Risk,96.0,3.0,283.12
C05917,1,Champions,23.0,9.0,552.14
C05918,1,Champions,5.0,16.0,1097.03
C05919,3,Dormant / Low Value,101.0,2.0,62.45
C05920,0,At Risk,178.0,6.0,327.85
C05921,3,Dormant / Low Value,344.0,2.0,128.68
C05922,1,Champions,1.0,16.0,1681.26
C05923,2,Potential Loyalists,20.0,8.0,501.93
C05924,4,Loyal Customers,139.0,10.0,438.78
C05925,3,Dormant / Low Value,167.0,3.0,83.06
C05926,4,Loyal Customers,321.0,8.0,631.08
C05927,1,Champions,17.0,16.0,675.09
C05928,4,Loyal Customers,74.0,20.0,1598.03
C05929,3,Dormant / Low Value,624.0,1.0,5.98
C05930,3,Dormant / Low Value,272.0,3.0,96.56
C05931,0,At Risk,383.0,3.0,217.1
C05932,2,Potential Loyalists,44.0,5.0,126.32
C05933,3,Dormant / Low Value,102.0,3.0,81.39
C05934,2,Potential Loyalists,7.0,4.0,125.64
C05935,1,Champions,32.0,12.0,1055.44
C05936,2,Potential Loyalists,8.0,4.0,217.58
C05937,3,Dormant / Low Value,226.0,2.0,45.38
C05938,0,At Risk,84.0,7.0,285.05
C05939,0,At Risk,82.0,6.0,222.24
C05940,4,Loyal Customers,67.0,7.0,507.96
C05941,4,Loyal Customers,47.0,5.0,711.79
C05942,3,Dormant / Low Value,30.0,2.0,66.44
C05943,4,Loyal Customers,77.0,14.0,1222.68
C05944,0,At Risk,445.0,2.0,230.01
C05945,3,Dormant / Low Value,383.0,2.0,92.59
C05946,2,Potential Loyalists,39.0,3.0,425.88
C05947,4,Loyal Customers,56.0,13.0,691.93
C05948,1,Champions,12.0,9.0,808.52
C05949,4,Loyal Customers,90.0,6.0,1202.34
C05950,4,Loyal Customers,43.0,11.0,1284.54
C05951,2,Potential Loyalists,16.0,5.0,423.3
C05952,0,At Risk,383.0,2.0,237.42
C05953,2,Potential Loyalists,1.0,5.0,211.38
C05954,4,Loyal Customers,41.0,8.0,608.56
C05955,0,At Risk,141.0,3.0,138.9
C05956,4,Loyal Customers,196.0,8.0,530.6500000000001
C05957,3,Dormant / Low Value,152.0,3.0,55.01
C05958,1,Champions,5.0,10.0,686.3
C05959,0,At Risk,136.0,7.0,289.77
C05960,0,At Risk,138.0,5.0,446.76
C05961,3,Dormant / Low Value,727.0,1.0,73.06
C05962,0,At Risk,136.0,5.0,527.03
C05963,0,At Risk,105.0,4.0,285.02
C05964,4,Loyal Customers,138.0,14.0,901.97
C05965,3,Dormant / Low Value,391.0,1.0,5.98
C05966,1,Champions,23.0,12.0,964.81
C05967,4,Loyal Customers,53.0,5.0,749.9200000000001
C05968,1,Champions,27.0,10.0,589.71
C05969,1,Champions,26.0,11.0,522.53
C05970,0,At Risk,250.0,6.0,516.97
C05971,3,Dormant / Low Value,409.0,1.0,86.37
C05972,4,Loyal Customers,156.0,8.0,759.24
C05973,3,Dormant / Low Value,263.0,1.0,111.03
C05974,3,Dormant / Low Value,186.0,1.0,61.29
C05975,0,At Risk,59.0,5.0,223.58
C05976,1,Champions,15.0,9.0,541.21
C05977,4,Loyal Customers,123.0,7.0,624.12
C05978,3,Dormant / Low Value,152.0,3.0,73.8
C05979,4,Loyal Customers,35.0,8.0,532.17
C05980,2,Potential Loyalists,13.0,5.0,54.77
C05981,4,Loyal Customers,48.0,9.0,407.72
C05982,0,At Risk,148.0,8.0,249.02
C05983,0,At Risk,402.0,4.0,579.0699999999999
C05984,4,Loyal Customers,42.0,12.0,589.84
C05985,2,Potential Loyalists,19.0,5.0,335.53
C05986,3,Dormant / Low Value,379.0,1.0,45.31
C05987,2,Potential Loyalists,50.0,6.0,300.25
C05988,3,Dormant / Low Value,295.0,1.0,28.66
C05989,0,At Risk,70.0,4.0,391.74
C05990,0,At Risk,139.0,2.0,287.17
C05991,4,Loyal Customers,121.0,12.0,472.71
C05992,-1,No Purchase,,0.0,0.0
C05993,1,Champions,1.0,22.0,2407.6
C05994,0,At Risk,199.0,6.0,581.9
C05995,1,Champions,26.0,11.0,768.85
C05996,0,At Risk,115.0,7.0,323.36
C05997,4,Loyal Customers,58.0,11.0,739.32
C05998,2,Potential Loyalists,53.0,5.0,375.49
C05999,0,At Risk,81.0,4.0,341.45
C06000,1,Champions,13.0,5.0,3343.6400000000003
C06001,4,Loyal Customers,107.0,6.0,836.67
C06002,4,Loyal Customers,196.0,6.0,1078.64
C06003,4,Loyal Customers,30.0,9.0,886.28
C06004,2,Potential Loyalists,43.0,6.0,536.41
C06005,4,Loyal Customers,316.0,11.0,983.69
C06006,1,Champions,26.0,10.0,1134.68
C06007,4,Loyal Customers,66.0,18.0,1268.38
C06008,4,Loyal Customers,34.0,9.0,588.26
C06009,4,Loyal Customers,56.0,14.0,603.23
C06010,1,Champions,15.0,8.0,599.56
C06011,0,At Risk,114.0,7.0,243.52
C06012,4,Loyal Customers,154.0,7.0,993.37
C06013,2,Potential Loyalists,28.0,8.0,133.73
C06014,2,Potential Loyalists,3.0,4.0,649.03
C06015,4,Loyal Customers,121.0,5.0,1107.9299999999998
C06016,3,Dormant / Low Value,172.0,2.0,71.89
C06017,1,Champions,24.0,13.0,1295.28
C06018,4,Loyal Customers,68.0,8.0,675.61
C06019,1,Champions,16.0,13.0,660.14
C06020,3,Dormant / Low Value,283.0,1.0,23.76
C06021,1,Champions,10.0,15.0,1414.12
C06022,4,Loyal Customers,129.0,6.0,678.12
C06023,4,Loyal Customers,71.0,13.0,549.06
C06024,0,At Risk,132.0,4.0,260.82
C06025,1,Champions,43.0,15.0,1479.3
C06026,3,Dormant / Low Value,700.0,2.0,120.62
C06027,3,Dormant / Low Value,593.0,1.0,29.54
C06028,4,Loyal Customers,105.0,8.0,709.67
C06029,3,Dormant / Low Value,136.0,2.0,65.39
C06030,2,Potential Loyalists,23.0,7.0,420.66
C06031,0,At Risk,134.0,4.0,118.36
C06032,0,At Risk,147.0,2.0,167.78
C06033,2,Potential Loyalists,47.0,6.0,199.89
C06034,3,Dormant / Low Value,244.0,1.0,75.6
C06035,1,Champions,27.0,14.0,830.21
C06036,1,Champions,25.0,15.0,1660.72
C06037,2,Potential Loyalists,5.0,3.0,165.54999999999998
C06038,0,At Risk,242.0,2.0,204.73
C06039,0,At Risk,283.0,5.0,181.55
C06040,2,Potential Loyalists,32.0,6.0,211.77
C06041,3,Dormant / Low Value,152.0,2.0,64.63
C06042,0,At Risk,101.0,4.0,306.58
C06043,-1,No Purchase,,0.0,0.0
C06044,1,Champions,13.0,11.0,931.34
C06045,0,At Risk,163.0,5.0,376.8
C06046,4,Loyal Customers,81.0,7.0,768.31
C06047,-1,No Purchase,,0.0,0.0
C06048,0,At Risk,212.0,3.0,135.01
C06049,4,Loyal Customers,109.0,9.0,383.68
C06050,4,Loyal Customers,261.0,9.0,359.36
C06051,0,At Risk,114.0,5.0,299.2
C06052,4,Loyal Customers,111.0,11.0,445.82
C06053,0,At Risk,209.0,4.0,192.42
C06054,3,Dormant / Low Value,419.0,2.0,135.20999999999998
C06055,0,At Risk,365.0,3.0,250.91
C06056,2,Potential Loyalists,39.0,4.0,130.84
C06057,0,At Risk,84.0,5.0,195.04
C06058,4,Loyal Customers,116.0,12.0,1405.83
C06059,1,Champions,16.0,18.0,2582.03
C06060,0,At Risk,68.0,3.0,366.76
C06061,0,At Risk,231.0,5.0,437.25
C06062,2,Potential Loyalists,31.0,3.0,286.77
C06063,0,At Risk,363.0,5.0,398.11
C06064,4,Loyal Customers,250.0,10.0,654.93
C06065,1,Champions,33.0,12.0,692.63
C06066,1,Champions,21.0,11.0,956.54
C06067,0,At Risk,196.0,4.0,327.79
C06068,0,At Risk,123.0,6.0,337.18
C06069,0,At Risk,283.0,4.0,109.19
C06070,4,Loyal Customers,124.0,15.0,1267.94
C06071,3,Dormant / Low Value,78.0,2.0,61.47
C06072,2,Potential Loyalists,7.0,7.0,362.24
C06073,0,At Risk,181.0,3.0,114.12
C06074,1,Champions,8.0,10.0,890.11
C06075,4,Loyal Customers,190.0,8.0,675.69
C06076,2,Potential Loyalists,11.0,8.0,475.06
C06077,0,At Risk,287.0,4.0,180.2
C06078,0,At Risk,168.0,5.0,313.4
C06079,1,Champions,30.0,14.0,1231.12
C06080,2,Potential Loyalists,5.0,2.0,451.9
C06081,0,At Risk,108.0,3.0,188.43
C06082,4,Loyal Customers,42.0,11.0,824.21
C06083,0,At Risk,66.0,4.0,348.27
C06084,-1,No Purchase,,0.0,0.0
C06085,1,Champions,22.0,8.0,649.88
C06086,1,Champions,3.0,10.0,739.1
C06087,0,At Risk,58.0,3.0,168.98
C06088,4,Loyal Customers,41.0,7.0,618.89
C06089,4,Loyal Customers,59.0,6.0,435.77
C06090,2,Potential Loyalists,13.0,3.0,161.79
C06091,0,At Risk,74.0,2.0,174.68
C06092,1,Champions,14.0,12.0,647.12
C06093,0,At Risk,61.0,6.0,155.73
C06094,-1,No Purchase,,0.0,0.0
C06095,1,Champions,5.0,13.0,518.19
C06096,3,Dormant / Low Value,443.0,2.0,87.17
C06097,2,Potential Loyalists,7.0,7.0,230.96
C06098,0,At Risk,170.0,4.0,314.21
C06099,3,Dormant / Low Value,603.0,2.0,186.03
C06100,0,At Risk,185.0,5.0,458.43
C06101,3,Dormant / Low Value,256.0,2.0,34.3
C06102,4,Loyal Customers,98.0,8.0,421.52
C06103,0,At Risk,214.0,7.0,243.17
C06104,4,Loyal Customers,248.0,9.0,543.54
C06105,2,Potential Loyalists,46.0,3.0,154.66
C06106,-1,No Purchase,,0.0,0.0
C06107,2,Potential Loyalists,5.0,2.0,495.71
C06108,0,At Risk,93.0,4.0,324.15
C06109,1,Champions,5.0,7.0,1284.16
C06110,3,Dormant / Low Value,119.0,2.0,67.17
C06111,4,Loyal Customers,43.0,12.0,1386.45
C06112,3,Dormant / Low Value,392.0,2.0,60.52
C06113,3,Dormant / Low Value,96.0,1.0,7.67
C06114,0,At Risk,64.0,5.0,391.73
C06115,1,Champions,8.0,9.0,707.98
C06116,4,Loyal Customers,214.0,10.0,775.27
C06117,0,At Risk,302.0,2.0,271.29
C06118,1,Champions,25.0,21.0,1384.48
C06119,0,At Risk,82.0,5.0,86.32
C06120,2,Potential Loyalists,36.0,4.0,376.11
C06121,0,At Risk,261.0,5.0,362.31
C06122,4,Loyal Customers,100.0,8.0,292.38
C06123,3,Dormant / Low Value,325.0,3.0,78.86
C06124,3,Dormant / Low Value,169.0,3.0,60.370000000000005
C06125,1,Champions,22.0,9.0,619.77
C06126,2,Potential Loyalists,3.0,4.0,686.09
C06127,2,Potential Loyalists,31.0,2.0,141.62
C06128,4,Loyal Customers,69.0,9.0,1272.26
C06129,0,At Risk,64.0,4.0,188.38
C06130,0,At Risk,74.0,5.0,183.54
C06131,0,At Risk,64.0,5.0,214.19
C06132,1,Champions,41.0,13.0,1567.73
